task,model,duplicates,metric,mean,sem
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,exact_match,0.08422837761447145,0.006605134692747426
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,squad_f1,0.2329076237499075,0.007693409262406278
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,squad_recall,0.3257873697811516,0.009843728579688127
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,16,prefix_match,0.21876766534765404,0.009831969910571985
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,exact_match,0.3972602739726027,0.01812335981683587
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,squad_f1,0.6802978148183627,0.011268169098740457
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,squad_recall,0.9704337899543378,0.0061358482994801275
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,256,prefix_match,0.9671232876712329,0.006604217187325411
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,exact_match,0.0190032269630692,0.0025858366248153555
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,squad_f1,0.07832160668302654,0.003722892460756762
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,squad_recall,0.09743635711724632,0.004387159687211833
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,0,prefix_match,0.0247400501972033,0.002941806467421989
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,exact_match,0.018975332068311195,0.0024267353047967887
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,squad_f1,0.08344336456290916,0.0035992644886607204
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-interference_copyright-hf,1,squad_recall,0.1034392789373814,0.00424965470237026
